location,year,management,fertilization,product,yield
jablje,2003,C,N0,biomass,10.286000000000001
jablje,2003,C,N1,biomass,16.07
jablje,2003,C,N2,biomass,14.687999999999999
jablje,2003,C,N3,biomass,14.556999999999999
jablje,2004,A,N0,biomass,2.027
jablje,2004,A,N3,biomass,11.555
jablje,2004,B,N0,biomass,5.098999999999999
jablje,2004,B,N1,biomass,7.914
jablje,2004,B,N2,biomass,11.555
jablje,2004,B,N3,biomass,12.361999999999998
jablje,2004,C,N0,biomass,5.656
jablje,2004,C,N1,biomass,9.176
jablje,2004,C,N2,biomass,12.637
jablje,2004,C,N3,biomass,13.228
jablje,2005,A,N0,biomass,7.196
jablje,2005,A,N3,biomass,21.959
jablje,2005,B,N0,biomass,7.834
jablje,2005,B,N1,biomass,13.234
jablje,2005,B,N2,biomass,15.745
jablje,2005,B,N3,biomass,18.828
jablje,2005,C,N0,biomass,12.743
jablje,2005,C,N1,biomass,18.683
jablje,2005,C,N2,biomass,22.442999999999998
jablje,2005,C,N3,biomass,21.864
jablje,2006,A,N0,biomass,5.552
jablje,2006,A,N3,biomass,14.165
jablje,2006,B,N0,biomass,9.689
jablje,2006,B,N1,biomass,12.992
jablje,2006,B,N2,biomass,10.508
jablje,2006,B,N3,biomass,14.215
jablje,2006,C,N0,biomass,7.284
jablje,2006,C,N1,biomass,11.798
jablje,2006,C,N2,biomass,17.48
jablje,2006,C,N3,biomass,17.128999999999998
jablje,2007,A,N0,biomass,18.759999999999998
jablje,2007,A,N3,biomass,21.96
jablje,2007,B,N0,biomass,17.905
jablje,2007,B,N1,biomass,22.352
jablje,2007,B,N2,biomass,22.669
jablje,2007,B,N3,biomass,23.526
jablje,2007,C,N0,biomass,16.726
jablje,2007,C,N1,biomass,20.225
jablje,2007,C,N2,biomass,22.02
jablje,2007,C,N3,biomass,23.093
jablje,2008,A,N0,biomass,9.526
jablje,2008,A,N3,biomass,16.962
jablje,2008,B,N0,biomass,9.558
jablje,2008,B,N1,biomass,12.208
jablje,2008,B,N2,biomass,17.000999999999998
jablje,2008,B,N3,biomass,17.222
jablje,2008,C,N0,biomass,10.768
jablje,2008,C,N1,biomass,13.753
jablje,2008,C,N2,biomass,17.453
jablje,2008,C,N3,biomass,19.435
jablje,2009,A,N0,biomass,2.912
jablje,2009,A,N3,biomass,8.084999999999999
jablje,2009,B,N0,biomass,4.809
jablje,2009,B,N1,biomass,6.962999999999999
jablje,2009,B,N2,biomass,8.348
jablje,2009,B,N3,biomass,12.8
jablje,2009,C,N0,biomass,3.049
jablje,2009,C,N1,biomass,3.763
jablje,2009,C,N2,biomass,7.757
jablje,2009,C,N3,biomass,8.503
jablje,2010,A,N0,biomass,2.583
jablje,2010,A,N3,biomass,12.004999999999999
jablje,2010,B,N0,biomass,3.753
jablje,2010,B,N1,biomass,8.878
jablje,2010,B,N2,biomass,10.786999999999999
jablje,2010,B,N3,biomass,10.896
jablje,2010,C,N0,biomass,5.531000000000001
jablje,2010,C,N1,biomass,11.407
jablje,2010,C,N2,biomass,13.849
jablje,2010,C,N3,biomass,13.678
jablje,2011,A,N0,biomass,9.030999999999999
jablje,2011,A,N3,biomass,17.533
jablje,2011,B,N0,biomass,9.51
jablje,2011,B,N1,biomass,14.416
jablje,2011,B,N2,biomass,17.762
jablje,2011,B,N3,biomass,21.774
jablje,2011,C,N0,biomass,9.838999999999999
jablje,2011,C,N1,biomass,13.222999999999999
jablje,2011,C,N2,biomass,17.634999999999998
jablje,2011,C,N3,biomass,17.84
jablje,2012,A,N0,biomass,7.395
jablje,2012,A,N3,biomass,16.427
jablje,2012,B,N0,biomass,8.644
jablje,2012,B,N1,biomass,13.690999999999999
jablje,2012,B,N2,biomass,13.370000000000001
jablje,2012,B,N3,biomass,18.645
jablje,2012,C,N0,biomass,6.24
jablje,2012,C,N1,biomass,9.722
jablje,2012,C,N2,biomass,15.094
jablje,2012,C,N3,biomass,17.117
jablje,2013,A,N0,biomass,13.096
jablje,2013,A,N3,biomass,19.301000000000002
jablje,2013,B,N0,biomass,11.693
jablje,2013,B,N1,biomass,15.69
jablje,2013,B,N2,biomass,17.149
jablje,2013,B,N3,biomass,17.464
jablje,2013,C,N0,biomass,11.896
jablje,2013,C,N1,biomass,17.32
jablje,2013,C,N2,biomass,18.388
jablje,2013,C,N3,biomass,21.049999999999997
jablje,2014,A,N0,biomass,15.119
jablje,2014,A,N3,biomass,21.558
jablje,2014,B,N0,biomass,16.252
jablje,2014,B,N1,biomass,19.119
jablje,2014,B,N2,biomass,23.515
jablje,2014,B,N3,biomass,20.868000000000002
jablje,2014,C,N0,biomass,11.716999999999999
jablje,2014,C,N1,biomass,17.976
jablje,2014,C,N2,biomass,18.868000000000002
jablje,2014,C,N3,biomass,22.755000000000003
jablje,2015,A,N0,biomass,5.264
jablje,2015,A,N3,biomass,15.387999999999998
jablje,2015,B,N0,biomass,6.475
jablje,2015,B,N1,biomass,12.964
jablje,2015,B,N2,biomass,15.06
jablje,2015,B,N3,biomass,17.814
jablje,2015,C,N0,biomass,4.854
jablje,2015,C,N1,biomass,11.940999999999999
jablje,2015,C,N2,biomass,14.175
jablje,2015,C,N3,biomass,16.022
jablje,2016,A,N0,biomass,5.122999999999999
jablje,2016,A,N3,biomass,18.301000000000002
jablje,2016,B,N0,biomass,6.855
jablje,2016,B,N1,biomass,11.956
jablje,2016,B,N2,biomass,18.532
jablje,2016,B,N3,biomass,21.0
jablje,2016,C,N0,biomass,3.444
jablje,2016,C,N1,biomass,11.137
jablje,2016,C,N2,biomass,17.479
jablje,2016,C,N3,biomass,18.672
jablje,2017,A,N0,biomass,9.063
jablje,2017,A,N3,biomass,14.686
jablje,2017,B,N0,biomass,9.824
jablje,2017,B,N1,biomass,13.739
jablje,2017,B,N2,biomass,16.148
jablje,2017,B,N3,biomass,16.962
jablje,2017,C,N0,biomass,11.552
jablje,2017,C,N1,biomass,13.982
jablje,2017,C,N2,biomass,15.212
jablje,2017,C,N3,biomass,17.573
jablje,2018,A,N0,biomass,12.259
jablje,2018,A,N3,biomass,16.565
jablje,2018,B,N0,biomass,12.652999999999999
jablje,2018,B,N1,biomass,18.095
jablje,2018,B,N2,biomass,19.598
jablje,2018,B,N3,biomass,18.892000000000003
jablje,2018,C,N0,biomass,9.584
jablje,2018,C,N1,biomass,13.847999999999999
jablje,2018,C,N2,biomass,16.167
jablje,2018,C,N3,biomass,17.167
jablje,2019,A,N0,biomass,8.99
jablje,2019,A,N3,biomass,19.808
jablje,2019,B,N0,biomass,8.729
jablje,2019,B,N1,biomass,13.453
jablje,2019,B,N2,biomass,17.004
jablje,2019,B,N3,biomass,20.125999999999998
jablje,2019,C,N0,biomass,7.175
jablje,2019,C,N1,biomass,8.116
jablje,2019,C,N2,biomass,18.993
jablje,2019,C,N3,biomass,20.794
jablje,2020,A,N0,biomass,11.177
jablje,2020,A,N3,biomass,26.652
jablje,2020,B,N0,biomass,16.951
jablje,2020,B,N1,biomass,22.540999999999997
jablje,2020,B,N2,biomass,27.369
jablje,2020,B,N3,biomass,32.698
jablje,2020,C,N0,biomass,10.303999999999998
jablje,2020,C,N1,biomass,17.83
jablje,2020,C,N2,biomass,25.686999999999998
jablje,2020,C,N3,biomass,25.921
jablje,2021,A,N0,biomass,4.505
jablje,2021,A,N3,biomass,21.799
jablje,2021,B,N0,biomass,6.237
jablje,2021,B,N1,biomass,12.394
jablje,2021,B,N2,biomass,17.349
jablje,2021,B,N3,biomass,24.168
jablje,2021,C,N0,biomass,8.323
jablje,2021,C,N1,biomass,13.884
jablje,2021,C,N2,biomass,17.157
jablje,2021,C,N3,biomass,16.624000000000002
jablje,2022,A,N0,biomass,9.807
jablje,2022,A,N3,biomass,15.314
jablje,2022,B,N0,biomass,11.158
jablje,2022,B,N1,biomass,13.746
jablje,2022,B,N2,biomass,14.013000000000002
jablje,2022,B,N3,biomass,15.532
jablje,2022,C,N0,biomass,11.641
jablje,2022,C,N1,biomass,11.966999999999999
jablje,2022,C,N2,biomass,14.709999999999999
jablje,2022,C,N3,biomass,14.536
jablje,2023,A,N0,biomass,15.34
jablje,2023,A,N3,biomass,25.148
jablje,2023,B,N0,biomass,15.865
jablje,2023,B,N1,biomass,23.028
jablje,2023,B,N2,biomass,24.65
jablje,2023,B,N3,biomass,30.96
jablje,2023,C,N0,biomass,15.579
jablje,2023,C,N1,biomass,19.552999999999997
jablje,2023,C,N2,biomass,22.712
jablje,2023,C,N3,biomass,23.948
jablje,1993,A,N0,hi,0.36704186766720265
jablje,1993,A,N3,hi,0.4135417766980036
jablje,1993,B,N0,hi,0.3962293150263846
jablje,1993,B,N1,hi,0.39919810835817826
jablje,1993,B,N2,hi,0.4193227091633466
jablje,1993,B,N3,hi,0.40066836251184595
jablje,1993,C,N0,hi,0.3725804463074836
jablje,1993,C,N1,hi,0.4062902954532713
jablje,1993,C,N2,hi,0.4403425309229305
jablje,1993,C,N3,hi,0.42939359059792814
jablje,1994,A,N0,hi,0.35911352329262775
jablje,1994,A,N3,hi,0.4014328634157615
jablje,1994,B,N0,hi,0.40059694504594134
jablje,1994,B,N1,hi,0.40256514245158675
jablje,1994,B,N2,hi,0.39984025559105435
jablje,1994,B,N3,hi,0.3922989541305966
jablje,1994,C,N0,hi,0.43298685206856197
jablje,1994,C,N1,hi,0.38523732521639875
jablje,1994,C,N2,hi,0.38965325274375695
jablje,1994,C,N3,hi,0.40736159526219123
jablje,1995,A,N0,hi,0.4491656055224181
jablje,1995,A,N3,hi,0.4720050292719343
jablje,1995,B,N0,hi,0.43917448871759807
jablje,1995,B,N1,hi,0.46077527785307676
jablje,1995,B,N2,hi,0.472986226600145
jablje,1995,B,N3,hi,0.4751712328767123
jablje,1995,C,N0,hi,0.4723076923076923
jablje,1995,C,N1,hi,0.44046338840551374
jablje,1995,C,N2,hi,0.4696621103442053
jablje,1995,C,N3,hi,0.4745784864723565
jablje,1996,A,N0,hi,0.43076923076923074
jablje,1996,A,N3,hi,0.5358994297563504
jablje,1996,B,N0,hi,0.4373027930349421
jablje,1996,B,N1,hi,0.5740593182824258
jablje,1996,B,N2,hi,0.5881351999381236
jablje,1996,B,N3,hi,0.5731180511295234
jablje,1996,C,N0,hi,0.5302247072476
jablje,1996,C,N1,hi,0.5130822311673375
jablje,1996,C,N2,hi,0.5619047619047619
jablje,1996,C,N3,hi,0.547107438016529
jablje,1997,A,N0,hi,0.462354781054513
jablje,1997,A,N3,hi,0.5631653269606778
jablje,1997,B,N0,hi,0.5183527305282005
jablje,1997,B,N1,hi,0.5261097357360816
jablje,1997,B,N2,hi,0.566436878387623
jablje,1997,B,N3,hi,0.5548279013097777
jablje,1997,C,N0,hi,0.47027945036282226
jablje,1997,C,N1,hi,0.5366720995703067
jablje,1997,C,N2,hi,0.5699139257823633
jablje,1997,C,N3,hi,0.5299120234604106
jablje,1998,A,N0,hi,0.4882343261477703
jablje,1998,A,N3,hi,0.5882469724042088
jablje,1998,B,N0,hi,0.4171677690920024
jablje,1998,B,N1,hi,0.53964360435755
jablje,1998,B,N2,hi,0.5855811672388427
jablje,1998,B,N3,hi,0.5711751138446981
jablje,1998,C,N0,hi,0.45016251354279524
jablje,1998,C,N1,hi,0.5508032845412353
jablje,1998,C,N2,hi,0.572949622779265
jablje,1998,C,N3,hi,0.5973603326704032
jablje,1999,A,N0,hi,0.4198120982363607
jablje,1999,A,N3,hi,0.4854996766651743
jablje,1999,B,N0,hi,0.3855615756333285
jablje,1999,B,N1,hi,0.4387119729585483
jablje,1999,B,N2,hi,0.50242960378769
jablje,1999,B,N3,hi,0.5019120959715019
jablje,1999,C,N0,hi,0.39153526970954355
jablje,1999,C,N1,hi,0.4476670870113493
jablje,1999,C,N2,hi,0.4893617021276596
jablje,1999,C,N3,hi,0.460947039934874
jablje,2000,A,N0,hi,0.4257846692509691
jablje,2000,A,N3,hi,0.53230381342578
jablje,2000,B,N0,hi,0.3830270884637242
jablje,2000,B,N1,hi,0.47832867632724674
jablje,2000,B,N2,hi,0.5162561576354681
jablje,2000,B,N3,hi,0.516948716629803
jablje,2000,C,N0,hi,0.4020847408551298
jablje,2000,C,N1,hi,0.4722415208741237
jablje,2000,C,N2,hi,0.4976199007012336
jablje,2000,C,N3,hi,0.5016350870443398
jablje,2001,A,N0,hi,0.4864864864864865
jablje,2001,A,N3,hi,0.49110629067245115
jablje,2001,B,N0,hi,0.5015603328710124
jablje,2001,B,N1,hi,0.3794422162111743
jablje,2001,B,N2,hi,0.4581336129418814
jablje,2001,B,N3,hi,0.4975320123041706
jablje,2001,C,N0,hi,0.4887127347923488
jablje,2001,C,N1,hi,0.40060180541624874
jablje,2001,C,N2,hi,0.4321604453643566
jablje,2001,C,N3,hi,0.4861400517774831
jablje,2002,A,N0,hi,0.5943173779768923
jablje,2002,A,N3,hi,0.6104092976250632
jablje,2002,B,N0,hi,0.5890348476555373
jablje,2002,B,N1,hi,0.5998094330633635
jablje,2002,B,N2,hi,0.6116145737007582
jablje,2002,B,N3,hi,0.6358142962417096
jablje,2002,C,N0,hi,0.5682693365606777
jablje,2002,C,N1,hi,0.5743022378677395
jablje,2002,C,N2,hi,0.5579337074101927
jablje,2002,C,N3,hi,0.5398719441210711
jablje,2003,A,N0,hi,0.4024413503719244
jablje,2003,A,N3,hi,0.4894308943089431
jablje,2003,B,N0,hi,0.46079657081621717
jablje,2003,B,N1,hi,0.4427363050483351
jablje,2003,B,N2,hi,0.4465285918978768
jablje,2003,B,N3,hi,0.4500554255450179
jablje,2003,C,N0,hi,0.45566789811394126
jablje,2003,C,N1,hi,0.43291848164281266
jablje,2003,C,N2,hi,0.45806100217864926
jablje,2003,C,N3,hi,0.5096517139520506
jablje,2004,A,N0,hi,0.21016280217069558
jablje,2004,A,N3,hi,0.5286023366508005
jablje,2004,B,N0,hi,0.17768189841145327
jablje,2004,B,N1,hi,0.32410917361637603
jablje,2004,B,N2,hi,0.40467330160103854
jablje,2004,B,N3,hi,0.48632907296553957
jablje,2004,C,N0,hi,0.2754596888260255
jablje,2004,C,N1,hi,0.4260026155187445
jablje,2004,C,N2,hi,0.4367334019150115
jablje,2004,C,N3,hi,0.43869065618385245
jablje,2005,A,N0,hi,0.4726236798221234
jablje,2005,A,N3,hi,0.5046222505578578
jablje,2005,B,N0,hi,0.505999489405157
jablje,2005,B,N1,hi,0.5627928064077377
jablje,2005,B,N2,hi,0.5777707208637662
jablje,2005,B,N3,hi,0.5030274059910771
jablje,2005,C,N0,hi,0.5213842894137958
jablje,2005,C,N1,hi,0.5013648771610556
jablje,2005,C,N2,hi,0.48326872521498915
jablje,2005,C,N3,hi,0.49661544090742776
jablje,2006,A,N0,hi,0.538364553314121
jablje,2006,A,N3,hi,0.5522767384398165
jablje,2006,B,N0,hi,0.5040767881102282
jablje,2006,B,N1,hi,0.4245689655172413
jablje,2006,B,N2,hi,0.5476779596497907
jablje,2006,B,N3,hi,0.4887091100949701
jablje,2006,C,N0,hi,0.5687808896210873
jablje,2006,C,N1,hi,0.5656043397185964
jablje,2006,C,N2,hi,0.5141304347826087
jablje,2006,C,N3,hi,0.5206375153248877
jablje,2007,A,N0,hi,0.45277185501066103
jablje,2007,A,N3,hi,0.4680327868852459
jablje,2007,B,N0,hi,0.5154984641161686
jablje,2007,B,N1,hi,0.46814602720114534
jablje,2007,B,N2,hi,0.46984869204640695
jablje,2007,B,N3,hi,0.47045821644138397
jablje,2007,C,N0,hi,0.48714576109051777
jablje,2007,C,N1,hi,0.5287021013597033
jablje,2007,C,N2,hi,0.48764759309718436
jablje,2007,C,N3,hi,0.42740224310397085
jablje,2008,A,N0,hi,0.5276086500104976
jablje,2008,A,N3,hi,0.5394411036434383
jablje,2008,B,N0,hi,0.5784682988072819
jablje,2008,B,N1,hi,0.5573394495412844
jablje,2008,B,N2,hi,0.5601435209693548
jablje,2008,B,N3,hi,0.5586459180118453
jablje,2008,C,N0,hi,0.550334323922734
jablje,2008,C,N1,hi,0.5361012142805206
jablje,2008,C,N2,hi,0.5190511659886552
jablje,2008,C,N3,hi,0.5029071263184975
jablje,2009,A,N0,hi,0.21771978021978022
jablje,2009,A,N3,hi,0.6343846629560915
jablje,2009,B,N0,hi,0.21605323352048242
jablje,2009,B,N1,hi,0.3156685336780124
jablje,2009,B,N2,hi,0.4006947771921418
jablje,2009,B,N3,hi,0.493515625
jablje,2009,C,N0,hi,0.3922597572974746
jablje,2009,C,N1,hi,0.34626627690672335
jablje,2009,C,N2,hi,0.45687765888874565
jablje,2009,C,N3,hi,0.5456897565565094
jablje,2010,A,N0,hi,0.44483159117305454
jablje,2010,A,N3,hi,0.6229904206580592
jablje,2010,B,N0,hi,0.5406341593391952
jablje,2010,B,N1,hi,0.5803108808290156
jablje,2010,B,N2,hi,0.6745156206544916
jablje,2010,B,N3,hi,0.6813509544787077
jablje,2010,C,N0,hi,0.4950280238654854
jablje,2010,C,N1,hi,0.5552730779346016
jablje,2010,C,N2,hi,0.601704094158423
jablje,2010,C,N3,hi,0.6152946337183799
jablje,2011,A,N0,hi,0.5134536596168753
jablje,2011,A,N3,hi,0.5431472081218274
jablje,2011,B,N0,hi,0.4919032597266036
jablje,2011,B,N1,hi,0.4906354051054384
jablje,2011,B,N2,hi,0.5079945952032429
jablje,2011,B,N3,hi,0.4474143473867916
jablje,2011,C,N0,hi,0.44160991970728736
jablje,2011,C,N1,hi,0.4622249111396809
jablje,2011,C,N2,hi,0.5210093563935356
jablje,2011,C,N3,hi,0.5175448430493274
jablje,2012,A,N0,hi,0.47775524002704534
jablje,2012,A,N3,hi,0.6477750045656542
jablje,2012,B,N0,hi,0.5493984266543267
jablje,2012,B,N1,hi,0.4961653641078081
jablje,2012,B,N2,hi,0.5723261032161555
jablje,2012,B,N3,hi,0.5724859211584875
jablje,2012,C,N0,hi,0.5714743589743589
jablje,2012,C,N1,hi,0.5541040938078584
jablje,2012,C,N2,hi,0.611435007287664
jablje,2012,C,N3,hi,0.6279721913886779
jablje,2013,A,N0,hi,0.21281307269395233
jablje,2013,A,N3,hi,0.40433138179368944
jablje,2013,B,N0,hi,0.2582741811340118
jablje,2013,B,N1,hi,0.3767367750159337
jablje,2013,B,N2,hi,0.38229634381013466
jablje,2013,B,N3,hi,0.44073522675217597
jablje,2013,C,N0,hi,0.30522864828513785
jablje,2013,C,N1,hi,0.3501732101616628
jablje,2013,C,N2,hi,0.40412225364368065
jablje,2013,C,N3,hi,0.3851306413301663
jablje,2014,A,N0,hi,0.5530789073351412
jablje,2014,A,N3,hi,0.47745616476482045
jablje,2014,B,N0,hi,0.4911395520551317
jablje,2014,B,N1,hi,0.5537423505413464
jablje,2014,B,N2,hi,0.4945354029342972
jablje,2014,B,N3,hi,0.5354130726471151
jablje,2014,C,N0,hi,0.5474950926004951
jablje,2014,C,N1,hi,0.5378838451268358
jablje,2014,C,N2,hi,0.49957600169599314
jablje,2014,C,N3,hi,0.5027027027027027
jablje,2015,A,N0,hi,0.3216185410334346
jablje,2015,A,N3,hi,0.6586950870808422
jablje,2015,B,N0,hi,0.5357528957528958
jablje,2015,B,N1,hi,0.5489817957420549
jablje,2015,B,N2,hi,0.604316069057105
jablje,2015,B,N3,hi,0.5935780846525205
jablje,2015,C,N0,hi,0.3415739596209312
jablje,2015,C,N1,hi,0.4523909220333306
jablje,2015,C,N2,hi,0.6009171075837743
jablje,2015,C,N3,hi,0.6072899762826115
jablje,2016,A,N0,hi,0.4339254343158306
jablje,2016,A,N3,hi,0.511829954647287
jablje,2016,B,N0,hi,0.4482859226841721
jablje,2016,B,N1,hi,0.47549347607895615
jablje,2016,B,N2,hi,0.5014569393481545
jablje,2016,B,N3,hi,0.503904761904762
jablje,2016,C,N0,hi,0.45963995354239257
jablje,2016,C,N1,hi,0.47858489718954833
jablje,2016,C,N2,hi,0.49705360718576586
jablje,2016,C,N3,hi,0.49657240788346185
jablje,2017,A,N0,hi,0.5486042149398654
jablje,2017,A,N3,hi,0.5975078305869536
jablje,2017,B,N0,hi,0.6154315960912052
jablje,2017,B,N1,hi,0.5846859305626319
jablje,2017,B,N2,hi,0.5621129551647263
jablje,2017,B,N3,hi,0.5486970876075935
jablje,2017,C,N0,hi,0.5020775623268698
jablje,2017,C,N1,hi,0.5887569732513231
jablje,2017,C,N2,hi,0.5897317906915593
jablje,2017,C,N3,hi,0.5514141011779434
jablje,2018,A,N0,hi,0.43478260869565216
jablje,2018,A,N3,hi,0.5150015092061575
jablje,2018,B,N0,hi,0.45182960562712404
jablje,2018,B,N1,hi,0.48063000828958274
jablje,2018,B,N2,hi,0.50494948464129
jablje,2018,B,N3,hi,0.5056637730256193
jablje,2018,C,N0,hi,0.458889816360601
jablje,2018,C,N1,hi,0.4814413633737724
jablje,2018,C,N2,hi,0.5007113255396796
jablje,2018,C,N3,hi,0.500087376944137
jablje,2019,A,N0,hi,0.4760845383759733
jablje,2019,A,N3,hi,0.6057148626817447
jablje,2019,B,N0,hi,0.49879711307137137
jablje,2019,B,N1,hi,0.5926559131792165
jablje,2019,B,N2,hi,0.5912726417313573
jablje,2019,B,N3,hi,0.5612640365696114
jablje,2019,C,N0,hi,0.49742160278745645
jablje,2019,C,N1,hi,0.5556924593395761
jablje,2019,C,N2,hi,0.5854788606328647
jablje,2019,C,N3,hi,0.6208040780994518
jablje,2020,A,N0,hi,0.4816140288091617
jablje,2020,A,N3,hi,0.5070538796337986
jablje,2020,B,N0,hi,0.4284702967376556
jablje,2020,B,N1,hi,0.45792112151191167
jablje,2020,B,N2,hi,0.48818005772954803
jablje,2020,B,N3,hi,0.49969417089730256
jablje,2020,C,N0,hi,0.48670419254658387
jablje,2020,C,N1,hi,0.4389792484576557
jablje,2020,C,N2,hi,0.4658387511192432
jablje,2020,C,N3,hi,0.5435361290073686
jablje,2021,A,N0,hi,0.36026637069922307
jablje,2021,A,N3,hi,0.5084178173310703
jablje,2021,B,N0,hi,0.38848805515472185
jablje,2021,B,N1,hi,0.5470388897853801
jablje,2021,B,N2,hi,0.5527119718715776
jablje,2021,B,N3,hi,0.5281777557100298
jablje,2021,C,N0,hi,0.6305418719211823
jablje,2021,C,N1,hi,0.548689138576779
jablje,2021,C,N2,hi,0.507547939616483
jablje,2021,C,N3,hi,0.5045115495668911
jablje,2022,A,N0,hi,0.36565718364433564
jablje,2022,A,N3,hi,0.3771712158808933
jablje,2022,B,N0,hi,0.3655673059688116
jablje,2022,B,N1,hi,0.3415539065910083
jablje,2022,B,N2,hi,0.35095982302148004
jablje,2022,B,N3,hi,0.3253927375740407
jablje,2022,C,N0,hi,0.39120350485353494
jablje,2022,C,N1,hi,0.3775382301328654
jablje,2022,C,N2,hi,0.3723997280761387
jablje,2022,C,N3,hi,0.38194826637314255
jablje,2023,A,N0,hi,0.4283572359843546
jablje,2023,A,N3,hi,0.5031811674884683
jablje,2023,B,N0,hi,0.42609517806492275
jablje,2023,B,N1,hi,0.44628278617335415
jablje,2023,B,N2,hi,0.48381338742393515
jablje,2023,B,N3,hi,0.499547803617571
jablje,2023,C,N0,hi,0.40541754926503626
jablje,2023,C,N1,hi,0.4141052523909375
jablje,2023,C,N2,hi,0.46715392743923917
jablje,2023,C,N3,hi,0.5175379989978286
